Single Threaded,,,Multi-Threaded,,,
Number,Time to complete (ms),,Number,Time to complete (ms),,
7154,1.9896,,7154,2.3514,,0.846134218
7155,0.5341,,7155,0.5759,,0.927417955
7156,0.5698,,7156,0.5687,,1.001934236
7157,1.0741,,7157,1.1302,,0.950362768
7158,0.5341,,7158,0.4914,,1.086894587
7159,0.574,,7159,0.5501,,1.043446646
7160,0.9119,,7160,0.5434,,1.678137652
7161,1.0859,,7161,1.0874,,0.998620563
7162,0.5794,,7162,0.5456,,1.061950147
7163,2.2158,,7163,1.9762,,1.121242789
7164,0.6715,,7164,0.5448,,1.232562408
7165,0.5157,,7165,0.5875,,0.877787234
7166,0.5654,,7166,0.5463,,1.034962475
7167,0.5476,,7167,0.5834,,0.938635585
7168,0.507,,7168,0.6189,,0.819195347
7169,1.6976,,7169,1.6379,,1.036449112
7170,0.5718,,7170,0.6031,,0.948101476
7171,1.0554,,7171,1.0692,,0.987093154
7172,1.0332,,7172,1.0075,,1.025508685
7173,0.5723,,7173,0.5505,,1.039600363
7174,1.0937,,7174,1.063,,1.028880527
7175,1.1291,,7175,1.2833,,0.879841035
7176,1.2067,,7176,1.1154,,1.081854043
7177,1.34,,7177,0.6537,,2.049869971
7178,2.2735,,7178,1.6025,,1.418720749
7179,0.8893,,7179,0.5623,,1.581540103
7180,1.1958,,7180,1.1519,,1.038110947
7181,3.6231,,7181,2.3038,,1.572662558
7182,1.9137,,7182,1.2311,,1.554463488
7183,1.8787,,7183,1.0655,,1.763209761
7184,1.0213,,7184,1.324,,0.771374622
7185,1.6601,,7185,0.5189,,3.199267682
7186,1.6213,,7186,0.5378,,3.014689476
7187,0.7946,,7187,0.5352,,1.484678625
7188,0.6214,,7188,0.5185,,1.198457088
7189,1.3378,,7189,1.2315,,1.086317499
7190,1.146,,7190,0.4829,,2.373162145
7191,2.236,,7191,1.02,,2.192156863
7192,3.3963,,7192,1.1231,,3.024040602
7193,0.7546,,7193,0.5697,,1.324556784
7194,1.6018,,7194,1.0854,,1.475769302
7195,1.2595,,7195,0.5961,,2.11290052
7196,1.9075,,7196,1.1068,,1.723436935
7197,0.9554,,7197,0.5454,,1.751741841
7198,1.8615,,7198,1.1473,,1.622505012
7199,1.8505,,7199,1.1091,,1.668469931
7200,0.0189,,7200,0.0189,,1
7201,2.4269,,7201,1.6132,,1.50440119
7202,1.7725,,7202,1.8384,,0.964153612
7203,2.6294,,7203,2.6859,,0.978964221
7204,1.6009,,7204,0.5776,,2.771641274
7205,1.2657,,7205,1.1199,,1.130190196
7206,0.6201,,7206,0.5322,,1.165163472
7207,1.1199,,7207,0.6214,,1.802220792
7208,2.943,,7208,1.121,,2.625334523
7209,0.9676,,7209,0.5174,,1.87011983
7210,2.1556,,7210,1.0873,,1.982525522
7211,0.9596,,7211,0.5877,,1.632805853
7212,0.9054,,7212,0.5826,,1.554067971
7213,0.8661,,7213,0.5406,,1.602108768
7214,1.4777,,7214,0.5842,,2.529441972
7215,2.2842,,7215,1.0282,,2.221552227
7216,2.2172,,7216,1.3457,,1.64761834
7217,2.7075,,7217,1.7977,,1.506091116
7218,1.7416,,7218,0.6184,,2.816300129
7219,4.3455,,7219,0.5675,,7.657268722
7220,1.2527,,7220,1.1713,,1.069495432
7221,1.7112,,7221,1.0815,,1.582246879
7222,1.9272,,7222,1.212,,1.59009901
7223,1.731,,7223,1.1619,,1.489801188
7224,4.4449,,7224,2.9547,,1.504349003
7225,0.6231,,7225,0.5383,,1.157532974
7226,2.557,,7226,0.5496,,4.652474527
7227,1.7383,,7227,1.0099,,1.721259531
7228,2.1654,,7228,1.017,,2.12920354
7229,0.6703,,7229,0.5513,,1.215853437
7230,0.5542,,7230,0.5483,,1.010760533
7231,1.3381,,7231,1.0673,,1.253724351
7232,1.2276,,7232,0.741,,1.656680162
7233,0.8735,,7233,0.5592,,1.562052933
7234,1.1469,,7234,0.6132,,1.87035225
7235,1.2222,,7235,0.5673,,2.154415653
7236,0.7797,,7236,0.5746,,1.356943961
7237,0.6877,,7237,0.5648,,1.21759915
7238,1.8532,,7238,1.2196,,1.519514595
7239,1.7415,,7239,1.283,,1.357365549
7240,1.1791,,7240,0.5967,,1.976034858
7241,2.3292,,7241,1.6319,,1.427293339
7242,3.268,,7242,1.1216,,2.913694722
7243,1.3596,,7243,0.5785,,2.350216076
7244,0.7311,,7244,0.5722,,1.277700105
7245,4.8137,,7245,1.0372,,4.641052835
7246,0.8358,,7246,0.5637,,1.482703566
7247,0.8477,,7247,0.5003,,1.69438337
7248,0.7042,,7248,0.5803,,1.213510253
7249,1.4408,,7249,1.1842,,1.216686371
7250,1.1823,,7250,0.836,,1.41423445
7251,1.2758,,7251,0.5298,,2.40807852
7252,1.8848,,7252,1.1604,,1.624267494
7253,0.5929,,7253,1.0041,,0.590479036
7254,1.5943,,7254,1.1423,,1.3956929
7255,1.5616,,7255,0.5988,,2.607882432
7256,0.7905,,7256,0.5599,,1.411859261
7257,2.5697,,7257,1.1451,,2.244083486
7258,1.7322,,7258,1.1245,,1.540417964
7259,2.1953,,7259,1.1388,,1.927730945
7260,1.209,,7260,0.8454,,1.430092264
7261,1.1557,,7261,1.0944,,1.056012427
7262,0.6007,,7262,0.5468,,1.098573519
7263,1.3097,,7263,0.6297,,2.079879308
7264,2.2531,,7264,0.5628,,4.003375977
7265,1.8577,,7265,0.5692,,3.263703443
7266,2.7096,,7266,1.5799,,1.715045256
7267,3.4811,,7267,2.3356,,1.490452132
7268,1.445,,7268,1.0984,,1.315549891
7269,3.1787,,7269,0.511,,6.220547945
7270,4.9638,,7270,0.5269,,9.420762953
7271,3.4183,,7271,1.0966,,3.117180376
7272,7.7994,,7272,0.5954,,13.09942896
7273,5.0525,,7273,1.0491,,4.81603279
7274,0.6448,,7274,0.5262,,1.225389586
7275,0.9833,,7275,0.5407,,1.818568522
7276,1.8399,,7276,1.1074,,1.661459274
7277,2.7103,,7277,1.0674,,2.539160577
7278,0.9815,,7278,0.5513,,1.780337384
7279,2.4367,,7279,1.2866,,1.89390642
7280,2.3097,,7280,1.0376,,2.226002313
7281,1.1144,,7281,0.5896,,1.89009498
7282,2.6718,,7282,1.1051,,2.417699756
7283,0.7394,,7283,0.6096,,1.212926509
7284,1.1813,,7284,0.5325,,2.218403756
7285,2.2021,,7285,1.6925,,1.301093058
7286,0.6916,,7286,0.5467,,1.265044814
7287,2.3296,,7287,1.5068,,1.546057871
7288,1.5656,,7288,0.5876,,2.664397549
7289,2.4058,,7289,1.6563,,1.452514641
7290,0.0102,,7290,0.01,,1.02
7291,1.3587,,7291,0.988,,1.375202429
7292,0.9544,,7292,0.7223,,1.321334626
7293,2.9149,,7293,1.8673,,1.561023938
7294,1.6036,,7294,1.074,,1.49310987
7295,1.2287,,7295,0.5554,,2.212279438
7296,0.7782,,7296,0.6102,,1.275319567
7297,2.4209,,7297,0.5627,,4.302292518
7298,3.099,,7298,1.246,,2.487158909
7299,1.0408,,7299,0.5743,,1.812293227
7300,0.8861,,7300,0.5999,,1.477079513
7301,2.4234,,7301,1.5656,,1.547904957
7302,1.725,,7302,0.5712,,3.019957983
7303,4.4438,,7303,1.6013,,2.775120215
7304,2.7499,,7304,1.2451,,2.208577624
7305,1.1684,,7305,0.5229,,2.234461656
7306,1.8971,,7306,1.0075,,1.882977667
7307,1.0755,,7307,0.5326,,2.019339091
7308,2.9667,,7308,2.5156,,1.179321037
7309,2.4304,,7309,0.5757,,4.221643217
7310,1.5867,,7310,1.1997,,1.322580645
7311,1.0822,,7311,0.5566,,1.944304707
7312,1.6383,,7312,0.6025,,2.719170124
7313,1.846,,7313,1.0947,,1.686306751
7314,1.2233,,7314,1.1595,,1.055023717
7315,1.3161,,7315,1.2608,,1.043861041
7316,2.5483,,7316,1.6976,,1.501119227
7317,0.7613,,7317,0.5782,,1.316672432
7318,0.9473,,7318,0.5109,,1.8541789
7319,3.0782,,7319,2.1404,,1.438142403
7320,1.3429,,7320,0.594,,2.260774411
7321,0.9961,,7321,0.5653,,1.762073235
7322,1.6921,,7322,1.0387,,1.62905555
7323,1.2241,,7323,0.5543,,2.208370918
7324,1.2331,,7324,0.5599,,2.202357564
7325,3.6659,,7325,0.5465,,6.707959744
7326,2.0583,,7326,1.1673,,1.763299923
7327,9.309,,7327,1.0438,,8.918375168
7328,0.8262,,7328,0.5786,,1.427929485
7329,1.4087,,7329,1.0142,,1.388976533
7330,0.9785,,7330,0.6036,,1.621106693
7331,0.7044,,7331,0.5826,,1.209062822
7332,3.3533,,7332,1.763,,1.902041974
7333,0.7642,,7333,0.6022,,1.269013617
7334,3.0166,,7334,1.6525,,1.825476551
7335,1.6927,,7335,0.5329,,3.17639332
7336,1.6024,,7336,1.0703,,1.497150332
7337,3.0077,,7337,1.7912,,1.67915364
7338,1.4166,,7338,0.5731,,2.471819927
7339,1.3935,,7339,1.2189,,1.143243908
7340,2.0414,,7340,0.7158,,2.851913942
7341,0.6495,,7341,0.5708,,1.137876664
7342,1.0767,,7342,0.6156,,1.749025341
7343,1.6612,,7343,1.106,,1.50198915
7344,1.0365,,7344,0.6168,,1.680447471
7345,2.483,,7345,1.6605,,1.495332731
7346,0.9536,,7346,0.5622,,1.696193525
7347,2.6466,,7347,1.6891,,1.566869931
7348,2.3066,,7348,1.3995,,1.648160057
7349,3.5883,,7349,0.5829,,6.155944416
7350,1.7167,,7350,1.2645,,1.357611704
7351,1.0243,,7351,0.581,,1.762994836
7352,2.5532,,7352,0.5361,,4.762544301
7353,1.7053,,7353,1.0395,,1.640500241
7354,3.3815,,7354,0.5395,,6.267840593
7355,1.4044,,7355,0.5811,,2.416795732
7356,0.639,,7356,0.5579,,1.145366553
7357,1.4347,,7357,1.1209,,1.279953609
7358,2.6795,,7358,1.0571,,2.534764923
7359,1.2648,,7359,1.1127,,1.136694527
7360,0.6663,,7360,0.6329,,1.05277295
7361,1.7629,,7361,1.2787,,1.378665832
7362,0.9907,,7362,0.5223,,1.896802604
7363,3.4048,,7363,2.0996,,1.621642218
7364,1.1073,,7364,1.1178,,0.990606549
7365,0.7466,,7365,0.5269,,1.416967166
7366,1.6377,,7366,2.1943,,0.746342797
7367,1.4811,,7367,1.0017,,1.478586403
7368,0.7527,,7368,0.5282,,1.425028398
7369,0.6916,,7369,0.8331,,0.830152443
7370,1.704,,7370,0.9655,,1.764888659
7371,1.4481,,7371,1.079,,1.342075996
7372,2.4069,,7372,1.2595,,1.910996427
7373,1.83,,7373,1.4407,,1.270215867
7374,0.7008,,7374,0.556,,1.260431655
7375,1.2849,,7375,0.5407,,2.376363973
7376,0.6585,,7376,0.66,,0.997727273
7377,1.6884,,7377,0.5876,,2.873383254
7378,2.8617,,7378,1.7113,,1.67223748
7379,1.7821,,7379,1.2315,,1.447097036
7380,0.8058,,7380,0.5685,,1.417414248
7381,2.0665,,7381,1.6891,,1.223432597
7382,0.6831,,7382,0.5734,,1.191314963
7383,1.2512,,7383,1.5387,,0.813153961
7384,1.5647,,7384,1.0783,,1.451080404
7385,2.7002,,7385,1.6264,,1.660231185
7386,0.9657,,7386,0.5644,,1.711020553
7387,1.6361,,7387,1.1492,,1.423686042
7388,0.8311,,7388,0.5602,,1.483577294
7389,0.9784,,7389,0.5388,,1.815887157
7390,0.953,,7390,0.7455,,1.278336687
7391,3.3319,,7391,2.1413,,1.556017373
7392,2.9282,,7392,1.1393,,2.570174669
7393,2.2463,,7393,0.5756,,3.902536484
7394,0.5842,,7394,0.6342,,0.921160517
7395,1.8547,,7395,1.1722,,1.582238526
7396,4.016,,7396,2.1875,,1.835885714
7397,4.1044,,7397,2.1622,,1.898251781
7398,1.2988,,7398,0.7863,,1.65178685
7399,3.3912,,7399,2.0571,,1.648534344
7400,1.7704,,7400,0.5237,,3.38056139
7401,1.2407,,7401,0.5869,,2.113988754
7402,1.2969,,7402,0.6097,,2.127111694
7403,1.5097,,7403,1.2128,,1.244805409
7404,0.8972,,7404,1.0524,,0.852527556
7405,1.3688,,7405,0.5307,,2.579234973
7406,3.5286,,7406,1.9403,,1.818584755
7407,1.037,,7407,0.5467,,1.896835559
7408,8.5236,,7408,0.6104,,13.96395806
7409,4.7647,,7409,1.7884,,2.664225006
7410,3.7245,,7410,1.078,,3.455009276
7411,1.2698,,7411,0.5703,,2.226547431
7412,1.9438,,7412,1.3833,,1.405190487
7413,2.4766,,7413,1.6177,,1.530938987
7414,1.7571,,7414,1.1237,,1.563673578
7415,1.3322,,7415,0.556,,2.396043165
7416,0.875,,7416,0.7188,,1.217306622
7417,0.7532,,7417,0.5524,,1.363504707
7418,0.9996,,7418,0.5496,,1.818777293
7419,1.6376,,7419,0.5681,,2.882591093
7420,2.3677,,7420,1.0482,,2.258824652
7421,1.4655,,7421,1.29,,1.136046512
7422,0.9213,,7422,0.5544,,1.661796537
7423,1.8547,,7423,1.0603,,1.749221918
7424,2.1846,,7424,0.8652,,2.524965326
7425,1.1974,,7425,0.5248,,2.281631098
7426,1.6832,,7426,1.0674,,1.57691587
7427,4.2802,,7427,2.2021,,1.943690114
7428,1.1456,,7428,0.6317,,1.813519076
7429,2.7636,,7429,1.7709,,1.560562426
7430,0.6331,,7430,0.5594,,1.131748302
7431,0.6322,,7431,0.5852,,1.080314422
7432,1.1674,,7432,0.587,,1.988756388
7433,0.7863,,7433,0.5785,,1.35920484
7434,1.5928,,7434,1.3693,,1.163222084
7435,0.793,,7435,0.5427,,1.461212456
7436,4.0602,,7436,1.763,,2.303006239
7437,2.4102,,7437,1.6445,,1.465612648
7438,0.8107,,7438,0.5205,,1.557540826
7439,1.4671,,7439,1.0873,,1.349305619
7440,0.7807,,7440,0.5719,,1.365098793
7441,2.275,,7441,2.5358,,0.897152772
7442,3.0205,,7442,1.7158,,1.76040331
7443,0.794,,7443,0.55,,1.443636364
7444,0.6968,,7444,0.55,,1.266909091
7445,3.9011,,7445,0.6042,,6.456636875
7446,4.9418,,7446,1.1668,,4.235344532
7447,14.1581,,7447,1.1013,,12.85580677
7448,22.7023,,7448,1.1528,,19.69318182
7449,32.73,,7449,2.1602,,15.15137487
7450,11.1982,,7450,0.5906,,18.96071791
7451,23.1646,,7451,0.6045,,38.32026468
7452,1.875,,7452,0.6268,,2.991384812
7453,1.9476,,7453,1.0091,,1.930036666
7454,0.8099,,7454,0.6249,,1.296047368
7455,2.7648,,7455,1.3358,,2.069770924
7456,0.7914,,7456,0.6699,,1.181370354
7457,1.8761,,7457,0.5528,,3.393813314
7458,1.5653,,7458,1.0508,,1.489626951
7459,0.6829,,7459,0.5825,,1.172360515
7460,0.9643,,7460,0.5529,,1.744076687
7461,0.7933,,7461,0.6123,,1.295606729
7462,2.2902,,7462,1.1937,,1.918572506
7463,1.3139,,7463,1.0982,,1.196412311
7464,1.127,,7464,0.5539,,2.034663297
7465,0.7597,,7465,0.6175,,1.230283401
7466,0.7604,,7466,0.5693,,1.335675391
7467,1.8011,,7467,1.0015,,1.798402396
7468,0.7657,,7468,0.533,,1.436585366
7469,3.0317,,7469,1.0951,,2.768422975
7470,1.554,,7470,0.7017,,2.214621633
7471,1.6945,,7471,1.0985,,1.542558034
7472,0.9826,,7472,0.5898,,1.665988471
7473,1.6243,,7473,1.1284,,1.439471819
7474,2.4304,,7474,1.0218,,2.378547661
7475,1.8052,,7475,1.1174,,1.615536066
7476,2.5249,,7476,1.046,,2.413862333
7477,1.667,,7477,0.5611,,2.97094992
7478,0.8359,,7478,0.5683,,1.470878057
7479,0.7878,,7479,0.5598,,1.407288317
7480,1.6435,,7480,1.1018,,1.491650027
7481,1.0834,,7481,0.6538,,1.657081676
7482,1.651,,7482,1.138,,1.450790861
7483,2.1452,,7483,1.7019,,1.260473588
7484,0.8402,,7484,0.5587,,1.503848219
7485,0.8807,,7485,0.5941,,1.482410369
7486,2.939,,7486,1.6309,,1.802072475
7487,0.8439,,7487,0.5847,,1.443304259
7488,1.5929,,7488,0.5728,,2.780900838
7489,0.7677,,7489,0.5924,,1.295914922
7490,1.4241,,7490,1.1055,,1.288195387
7491,2.3816,,7491,1.1399,,2.089306079
7492,0.7729,,7492,0.5966,,1.295507878
7493,2.0723,,7493,1.1601,,1.786311525
7494,0.629,,7494,0.588,,1.069727891
7495,0.9537,,7495,0.5369,,1.776308437
7496,0.8756,,7496,0.5464,,1.602489019
7497,2.0825,,7497,1.1113,,1.873931432
7498,1.9236,,7498,1.1062,,1.738926053
7499,0.8087,,7499,0.5653,,1.43056784
7500,0.0111,,7500,0.0073,,1.520547945
7501,2.5552,,7501,1.1197,,2.282039832
7502,4.5907,,7502,1.6322,,2.812584242
7503,2.6931,,7503,1.182,,2.278426396
7504,2.8106,,7504,1.0215,,2.751443955
7505,3.4898,,7505,1.1277,,3.094617363
7506,4.1507,,7506,0.6039,,6.873157808
7507,0.8221,,7507,0.5788,,1.420352453
7508,1.0531,,7508,0.6696,,1.572729988
7509,1.6454,,7509,0.5757,,2.858085809
7510,1.8633,,7510,0.5302,,3.514334214
7511,2.7981,,7511,1.2561,,2.227609267
7512,1.0049,,7512,0.6168,,1.629215305
7513,1.5616,,7513,1.0533,,1.482578563
7514,2.1812,,7514,1.7188,,1.269024901
7515,0.5294,,7515,0.558,,0.94874552
7516,3.1993,,7516,0.5954,,5.373362445
7517,1.0748,,7517,0.5798,,1.85374267
7518,3.8812,,7518,1.9866,,1.953689721
7519,2.673,,7519,1.5241,,1.753821928
7520,0.6382,,7520,0.5534,,1.15323455
7521,1.443,,7521,1.0447,,1.381257777
7522,1.3293,,7522,0.5999,,2.215869312
7523,0.9046,,7523,0.5065,,1.785982231
7524,1.7899,,7524,1.0917,,1.639552991
7525,2.3616,,7525,1.6973,,1.391386319
7526,1.3273,,7526,1.1741,,1.130482923
7527,2.0392,,7527,0.9902,,2.059381943
7528,0.8379,,7528,0.5903,,1.419447738
7529,2.2167,,7529,0.5475,,4.048767123
7530,1.1182,,7530,0.5676,,1.970049331
7531,3.472,,7531,1.0589,,3.278874304
7532,7.5874,,7532,1.1217,,6.764197201
7533,1.8285,,7533,0.5696,,3.210147472
7534,1.6274,,7534,0.5748,,2.831245651
7535,1.819,,7535,1.0697,,1.700476769
7536,1.1437,,7536,0.5746,,1.990428124
7537,0.6079,,7537,0.5396,,1.126575241
7538,1.098,,7538,0.5592,,1.963519313
7539,1.8029,,7539,1.1326,,1.591824121
7540,2.1304,,7540,1.1384,,1.871398454
7541,0.9185,,7541,0.6086,,1.509201446
7542,1.0761,,7542,0.4885,,2.202865916
7543,1.7461,,7543,1.2003,,1.454719653
7544,2.2249,,7544,1.1146,,1.996142114
7545,0.8239,,7545,0.5276,,1.561599697
7546,2.7507,,7546,1.7926,,1.534475064
7547,0.7484,,7547,0.5613,,1.333333333
7548,1.9141,,7548,1.2163,,1.573707145
7549,0.6745,,7549,0.541,,1.24676525
7550,1.2007,,7550,0.6325,,1.898339921
7551,0.6926,,7551,0.5398,,1.283067803
7552,0.6173,,7552,0.6187,,0.997737191
7553,3.0236,,7553,1.6753,,1.804811079
7554,1.1123,,7554,0.5149,,2.160225286
7555,0.8317,,7555,0.5752,,1.44593185
7556,5.249,,7556,0.5499,,9.545371886
7557,1.3809,,7557,1.1169,,1.23636852
7558,2.6021,,7558,0.5627,,4.624311356
7559,2.4582,,7559,0.5796,,4.241200828
7560,0.8216,,7560,0.5411,,1.518388468
7561,0.8244,,7561,0.6065,,1.359274526
7562,1.3013,,7562,1.1114,,1.170865575
7563,0.6698,,7563,0.596,,1.123825503
7564,2.5931,,7564,1.7319,,1.497257347
7565,1.3794,,7565,0.9793,,1.408557133
7566,1.5381,,7566,1.0485,,1.46695279
7567,2.3812,,7567,1.6528,,1.44070668
7568,2.04,,7568,1.3801,,1.478153757
7569,0.7759,,7569,0.5689,,1.363860081
7570,0.5991,,7570,0.5831,,1.027439547
7571,2.5035,,7571,1.0484,,2.387924456
7572,1.7564,,7572,0.5628,,3.120824449
7573,0.8661,,7573,0.5995,,1.44470392
7574,1.8987,,7574,1.0586,,1.793595315
7575,1.1878,,7575,0.6522,,1.821220485
7576,2.3181,,7576,0.5654,,4.099929254
7577,0.6018,,7577,0.5813,,1.035265784
7578,0.9583,,7578,0.5358,,1.7885405
7579,2.2315,,7579,1.6025,,1.3925117
7580,0.7141,,7580,0.6363,,1.12226937
7581,2.6769,,7581,1.534,,1.745045632
7582,1.894,,7582,1.6018,,1.182419778
7583,0.8411,,7583,0.6258,,1.344039629
7584,1.9344,,7584,0.5451,,3.548706659
7585,2.2441,,7585,1.2058,,1.861088074
7586,0.6176,,7586,0.5838,,1.05789654
7587,1.8366,,7587,0.5466,,3.360043908
7588,1.9117,,7588,1.2542,,1.524238558
7589,0.6636,,7589,0.574,,1.156097561
7590,1.6867,,7590,1.0767,,1.566545927
7591,0.8129,,7591,0.5636,,1.442334989
7592,1.6933,,7592,1.0256,,1.651033541
7593,1.6968,,7593,0.6161,,2.754098361
7594,1.1921,,7594,0.5807,,2.052867229
7595,1.4096,,7595,1.0187,,1.383724355
7596,0.8891,,7596,0.5278,,1.684539598
7597,2.4894,,7597,1.1953,,2.082657074
7598,2.2223,,7598,1.2396,,1.792755728
7599,1.5872,,7599,1.0624,,1.493975904
7600,0.8685,,7600,0.5549,,1.565146873
7601,1.6144,,7601,1.096,,1.472992701
7602,2.6801,,7602,1.6682,,1.606581945
7603,1.5447,,7603,0.5722,,2.699580566
7604,1.8047,,7604,0.5299,,3.405736931
7605,3.8216,,7605,1.0816,,3.533284024
7606,1.1093,,7606,0.5982,,1.854396523
7607,2.3139,,7607,0.5538,,4.178223185
7608,0.7539,,7608,0.5331,,1.414181204
7609,3.4796,,7609,1.6335,,2.130149985
7610,0.852,,7610,0.6046,,1.409196163
7611,1.8475,,7611,1.1617,,1.590341741
7612,4.1512,,7612,1.0837,,3.830580419
7613,1.5701,,7613,1.064,,1.475657895
7614,0.7542,,7614,0.5424,,1.390486726
7615,1.0854,,7615,0.5357,,2.02613403
7616,1.2516,,7616,1.1954,,1.047013552
7617,0.7914,,7617,0.5609,,1.410946693
7618,1.9093,,7618,0.9936,,1.921598229
7619,2.8961,,7619,1.5969,,1.813576304
7620,0.7319,,7620,0.6239,,1.173104664
7621,0.8139,,7621,0.5504,,1.478742733
7622,1.3279,,7622,1.0391,,1.277932826
7623,2.4413,,7623,1.5959,,1.529732439
7624,0.6808,,7624,0.5078,,1.340685309
7625,0.6052,,7625,0.543,,1.114548803
7626,3.5789,,7626,1.0425,,3.432997602
7627,1.4253,,7627,1.318,,1.081411229
7628,0.6117,,7628,0.5856,,1.044569672
7629,0.9081,,7629,0.5462,,1.66257781
7630,1.7772,,7630,1.0508,,1.691282832
7631,2.8213,,7631,1.7361,,1.625079201
7632,0.9405,,7632,0.5626,,1.671702808
7633,2.0154,,7633,1.0891,,1.850518777
7634,1.524,,7634,1.0647,,1.431389124
7635,0.8446,,7635,0.5574,,1.515249372
7636,2.7637,,7636,1.0677,,2.588461178
7637,1.9354,,7637,0.9843,,1.966270446
7638,2.0893,,7638,1.5088,,1.384742842
7639,1.2417,,7639,0.6059,,2.049348077
7640,0.9557,,7640,0.5318,,1.797104175
7641,1.0663,,7641,0.6867,,1.5527887
7642,2.2888,,7642,0.5389,,4.247170161
7643,2.3671,,7643,0.558,,4.242114695
7644,2.8309,,7644,1.0913,,2.594062128
7645,2.0445,,7645,1.2628,,1.619021223
7646,1.0926,,7646,0.5506,,1.984380676
7647,0.6586,,7647,0.6244,,1.054772582
7648,1.2393,,7648,0.5317,,2.330825654
7649,1.2634,,7649,0.6478,,1.9502933
7650,1.2515,,7650,0.6321,,1.979908242
7651,4.623,,7651,2.0432,,2.262627251
7652,1.8679,,7652,0.5769,,3.237822846
7653,0.638,,7653,0.5829,,1.094527363
7654,2.1058,,7654,1.1224,,1.876158232
7655,1.007,,7655,0.5261,,1.914084775
7656,1.3704,,7656,1.1071,,1.237828561
7657,1.3294,,7657,1.0219,,1.300910069
7658,2.8487,,7658,1.6128,,1.766307044
7659,1.6231,,7659,1.1136,,1.457525144
7660,0.8226,,7660,0.5717,,1.438866538
7661,1.5022,,7661,1.0529,,1.426726185
7662,1.1676,,7662,0.5917,,1.973297279
7663,2.0783,,7663,1.2745,,1.630678698
7664,1.4833,,7664,0.5547,,2.674058049
7665,1.9328,,7665,1.0524,,1.836564044
7666,0.8124,,7666,0.5715,,1.42152231
7667,2.879,,7667,1.6938,,1.699728421
7668,1.8627,,7668,0.5218,,3.569758528
7669,0.7062,,7669,0.5778,,1.222222222
7670,1.9548,,7670,1.1193,,1.746448673
7671,1.4382,,7671,0.5825,,2.469012876
7672,1.4353,,7672,1.2895,,1.11306708
7673,0.9805,,7673,0.6031,,1.625766871
7674,0.9233,,7674,0.6279,,1.470457079
7675,0.7663,,7675,0.5533,,1.38496295
7676,2.9056,,7676,1.9634,,1.479881838
7677,0.9146,,7677,0.6275,,1.45752988
7678,1.6621,,7678,1.0005,,1.661269365
7679,4.2313,,7679,1.6125,,2.624062016
7680,0.0181,,7680,0.0185,,0.978378378
7681,1.0274,,7681,0.5771,,1.780280714
7682,2.3224,,7682,1.1168,,2.079512894
7683,1.2057,,7683,1.072,,1.124720149
7684,2.0468,,7684,1.0109,,2.024730438
7685,2.0915,,7685,1.1822,,1.769159195
7686,3.9879,,7686,1.6005,,2.491658857
7687,0.9849,,7687,0.5945,,1.656686291
7688,2.08,,7688,1.0878,,1.912116198
7689,2.4735,,7689,1.0427,,2.372206771
7690,1.2535,,7690,0.5836,,2.147875257
7691,0.9834,,7691,0.5483,,1.79354368
7692,0.7537,,7692,0.5732,,1.314898814
7693,1.8628,,7693,1.0984,,1.69592134
7694,0.6326,,7694,0.561,,1.127629234
7695,0.8655,,7695,0.527,,1.642314991
7696,2.2633,,7696,1.1733,,1.929003665
7697,3.113,,7697,1.6477,,1.889300237
7698,0.9128,,7698,0.5781,,1.578965577
7699,1.429,,7699,0.5684,,2.514074595
7700,1.5142,,7700,1.0908,,1.388155482
7701,1.9208,,7701,1.0963,,1.752075162
7702,0.981,,7702,0.593,,1.654300169
7703,1.0679,,7703,0.5748,,1.857863605
7704,0.9916,,7704,0.5721,,1.733263415
7705,2.1288,,7705,1.2511,,1.701542642
7706,2.9757,,7706,0.5506,,5.404467853
7707,3.6982,,7707,2.2227,,1.663832276
7708,1.8242,,7708,1.0872,,1.677888153
7709,4.4712,,7709,2.566,,1.742478566
7710,2.3425,,7710,0.5504,,4.25599564
7711,2.0075,,7711,1.0098,,1.988017429
7712,0.8723,,7712,0.5817,,1.499570225
7713,0.6502,,7713,0.574,,1.132752613
7714,1.5982,,7714,1.1732,,1.362257075
7715,0.7817,,7715,0.5896,,1.325814111
7716,0.7875,,7716,0.578,,1.362456747
7717,0.7921,,7717,0.6477,,1.22294272
7718,1.6743,,7718,1.0869,,1.540436103
7719,1.8457,,7719,1.0786,,1.711199703
7720,1.0072,,7720,0.5865,,1.717306053
7721,1.723,,7721,1.2758,,1.350525161
7722,1.7264,,7722,1.0734,,1.608347308
7723,1.4505,,7723,0.5693,,2.5478658
7724,1.3208,,7724,0.5601,,2.35815033
7725,1.3546,,7725,0.59,,2.295932203
7726,0.8757,,7726,0.6099,,1.435809149
7727,5.717,,7727,0.5682,,10.06159803
7728,3.1398,,7728,1.0419,,3.013532969
7729,1.8922,,7729,1.3128,,1.44134674
7730,4.1461,,7730,0.5736,,7.22820781
7731,0.965,,7731,0.5683,,1.698046806
7732,0.7442,,7732,0.5631,,1.321612502
7733,2.9039,,7733,1.8164,,1.598711738
7734,1.7876,,7734,0.5772,,3.097020097
7735,2.9897,,7735,1.0555,,2.832496447
7736,1.0343,,7736,0.5786,,1.787590736
7737,1.72,,7737,0.555,,3.099099099
7738,1.8648,,7738,1.1057,,1.686533418
7739,1.6808,,7739,1.1143,,1.508390918
